NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,SOURCE,WEBSITE,OWNER,BEDS,HELIPAD
VANTAGE POINT OF NORTHWEST ARKANSAS,4253 CROSSOVER ROAD,FAYETTEVILLE,AR,72703,NOT AVAILABLE,(479) 521-5731,PSYCHIATRIC,OPEN,114,WASHINGTON,USA,36.127890756,-94.119851426,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.vistahealthservices.com,PROPRIETARY,114,Y
"ARBOUR HOSPITAL, THE",49 ROBINWOOD AVENUE,BOSTON,MA,2130,NOT AVAILABLE,(232) 722-4400,PSYCHIATRIC,OPEN,136,SUFFOLK,USA,42.315818407,-71.11227314,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://arbourhealth.com/organizations/arbour-hospital/,PROPRIETARY,136,N
CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,830 COUNTY RD,BOURNE,MA,2559,NOT AVAILABLE,(508) 563-2276,PSYCHIATRIC,OPEN,-999,BARNSTABLE,USA,41.688399536,-70.602385101,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,NOT AVAILABLE,GOVERNMENT - STATE,-999,N
BOURNEWOOD HOSPITAL,300 SOUTH STREET,BROOKLINE,MA,2167,NOT AVAILABLE,(617) 469-0300,PSYCHIATRIC,OPEN,-999,NORFOLK,USA,42.298318572,-71.149285684,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.bournewood.com/,PROPRIETARY,-999,N
WORCESTER RECOVERY CENTER AND HOSPITAL,309 BELMONT STREET,WORCESTER,MA,1604,NOT AVAILABLE,(508) 752-4681,PSYCHIATRIC,OPEN,166,WORCESTER,USA,42.279667187,-71.769066943,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.mass.gov/eohhs/gov/departments/dmh/worcester-recovery-center-and-hospital-.html,GOVERNMENT - STATE,166,N
GIRARD MEDICAL CENTER,GIRARD AVENUE AT 8TH STREET,PHILADELPHIA,PA,19122,NOT AVAILABLE,(215) 787-9001,PSYCHIATRIC,OPEN,163,PHILADELPHIA,USA,39.97145016,-75.15017825,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.nphs.com/girard_home.html,NON-PROFIT,163,N
FOUR WINDS HOSPITAL WESTCHESTER,800 CROSS RIVER ROAD,KATONAH,NY,10536,3549,(914) 763-8151,PSYCHIATRIC,OPEN,178,WESTCHESTER,USA,41.266391317,-73.620717514,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.fourwindshospital.com/,PROPRIETARY,178,N
FOUR WINDS HOSPITAL SARATOGA,30 CRESCENT AVENUE,SARATOGA SPRINGS,NY,12866,NOT AVAILABLE,(518) 584-3600,PSYCHIATRIC,OPEN,88,SARATOGA,USA,43.058130469,-73.78539606,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.fourwindshospital.com/,PROPRIETARY,88,N
RIVEREDGE HOSPITAL,8311 WEST ROOSEVELT ROAD,FOREST  PARK,IL,60130,NOT AVAILABLE,(708) 771-7000,PSYCHIATRIC,OPEN,224,COOK,USA,41.864893065,-87.828282507,https://data.illinois.gov/,http://www.riveredgehospital.com,PROPRIETARY,224,N
WILLIAM R SHARPE JR HOSPITAL,936 SHARPE HOSPITAL ROAD,WESTON,WV,26452,NOT AVAILABLE,(304) 269-1210,PSYCHIATRIC,OPEN,150,LEWIS,USA,39.04114927,-80.496304267,https://ohflac.wvdhhr.org/Apps/Lookup/FacilitySearch,http://www.wvdhhr.org/sharpe,GOVERNMENT - STATE,150,N
HUTCHINGS PSYCHIATRIC CENTER,620 MADISON STREET,SYRACUSE,NY,13210,NOT AVAILABLE,(315) 426-3600,PSYCHIATRIC,OPEN,105,ONONDAGA,USA,43.045193754,-76.140544451,https://profiles.health.ny.gov/hospital/county_or_region/,https://www.omh.ny.gov/omhweb/facilities/hupc/,GOVERNMENT - STATE,-999,N
ROLLING HILLS HOSPITAL,1000 ROLLING HILLS LANE,ADA,OK,74820,NOT AVAILABLE,(580) 436-3600,PSYCHIATRIC,OPEN,60,PONTOTOC,USA,34.784595667,-96.627450782,https://www.ok.gov/health/Protective_Health/Medical_Facilities_Service/,http://www.rollinghillshospital.com,PROPRIETARY,60,Y
JIM TALIAFERRO COMMUNITY MENTAL HEALTH CENTER,602 SW 38TH STREET,LAWTON,OK,73505,NOT AVAILABLE,(580) 248-5780,PSYCHIATRIC,OPEN,30,COMANCHE,USA,34.603101185,-98.438619278,https://www.ok.gov/health/Protective_Health/Medical_Facilities_Service/,http://www.odmhsas.org,GOVERNMENT - STATE,30,N
LAUREATE PSYCHIATRIC CLINIC AND HOSPITAL,6655 SOUTH YALE AVENUE,TULSA,OK,74136,NOT AVAILABLE,(918) 481-4000,PSYCHIATRIC,OPEN,90,TULSA,USA,36.065955013,-95.918593071,https://www.ok.gov/health/Protective_Health/Medical_Facilities_Service/,https://www.saintfrancis.com/laureate-psychiatric-clinic/pages/default.aspx,NON-PROFIT,90,N
WYOMING STATE HOSPITAL,831 HIGHWAY 150 SOUTH,EVANSTON,WY,82931,NOT AVAILABLE,(307) 789-3464,PSYCHIATRIC,OPEN,183,UINTA,USA,41.263828717,-110.947098227,https://health.wyo.gov/aging/hls/healthcare-facility-directory/,http://www.health.wyo.gov/statehospital/index.html,GOVERNMENT - STATE,183,N
RIDGEVIEW HOSPITAL,17872 LINCOLN HIGHWAY,MIDDLE POINT,OH,45863,NOT AVAILABLE,(419) 968-2950,PSYCHIATRIC,OPEN,86,VAN WERT,USA,40.877400516,-84.478966946,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://ridgeviewhospital.net/,PROPRIETARY,86,N
KINGWOOD PINES HOSPITAL,2001 LADBROOK DRIVE,KINGWOOD,TX,77339,NOT AVAILABLE,(281) 404-1001,PSYCHIATRIC,OPEN,116,HARRIS,USA,30.044497622,-95.22998414,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.kingwoodpines.com,PROPRIETARY,116,N
SUNRISE CANYON,1950 ASPEN AVENUE,LUBBOCK,TX,79408,NOT AVAILABLE,(806) 740-1400,PSYCHIATRIC,OPEN,30,LUBBOCK,USA,33.572941638,-101.807502759,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.lubbockmhmr.org/sch/,NON-PROFIT,30,N
AUSTIN OAKS HOSPITAL,1407 WEST STASSNEY LANE,AUSTIN,TX,78745,NOT AVAILABLE,(512) 383-8939,PSYCHIATRIC,OPEN,80,TRAVIS,USA,30.211595971,-97.792375791,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,NOT AVAILABLE,PROPRIETARY,80,N
DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,800 KIRNWOOD DRIVE,DE SOTO,TX,75115,NOT AVAILABLE,(972) 982-0897,PSYCHIATRIC,OPEN,116,DALLAS,USA,32.642424299,-96.874760081,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.dallasbehavioral.com/,PROPRIETARY,116,N
OCEANS BEHAVIORAL HOSPITAL OF THE PERMIAN BASIN,3300 SOUTH FM 1788,MIDLAND,TX,79706,NOT AVAILABLE,(432) 561-5915,PSYCHIATRIC,OPEN,64,MIDLAND,USA,31.92287504,-102.222164807,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://oceanspermianbasin.com/,PROPRIETARY,64,N
PALMS BEHAVIORAL HEALTH,613 VICTORIA LANE,HARLINGEN,TX,78550,NOT AVAILABLE,(844) 601-4040,PSYCHIATRIC,OPEN,94,CAMERON,USA,26.163574216,-97.672162293,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.palmsbh.com/,PROPRIETARY,94,N
BEHAVIORAL MEDICINE AT RENAISSANCE,5510 RAPHAEL DRIVE,EDINBURG,TX,78539,NOT AVAILABLE,(956) 362-7293,PSYCHIATRIC,OPEN,87,HIDALGO,USA,26.25310267,-98.20115591,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.dhr-rgv.com/Healthcare-Services/Behavioral-Hospital,PROPRIETARY,87,N
THE PAVILIION,7201 EVANS,AMARILLO,TX,79106,NOT AVAILABLE,(806) 354-1850,PSYCHIATRIC,OPEN,106,POTTER,USA,35.20065636,-101.918535481,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://pavilionnwtexashealthcare.com/,PROPRIETARY,106,Y
EAST TEXAS MEDICAL CENTER BEHAVIORAL HEALTH CENTER,4101 UNIVERSITY BOULEVARD,TYLER,TX,75701,NOT AVAILABLE,(903) 266-2253,PSYCHIATRIC,OPEN,75,SMITH,USA,32.311197813,-95.248767298,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.etmc.org/location/etmc-behavioral-health-center-in-tyler/,NON-PROFIT,75,N
GEORGETOWN BEHAVIORAL HEALTH INSTITUE,3101 S AUSTIN AVE,GEORGETOWN,TX,78626,NOT AVAILABLE,(512) 819-1100,PSYCHIATRIC,OPEN,118,WILLIAMSON,USA,30.614901765,-97.680631828,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.georgetownbehavioral.com/,PROPRIETARY,118,N
CHICAGO BEHAVIORAL HOSPITAL,555 WILSON LANE,DES PLAINES,IL,60016,NOT AVAILABLE,(847) 768-5430,PSYCHIATRIC,OPEN,113,COOK,USA,42.043437648,-87.879034145,https://data.illinois.gov/,http://chicagobehavioralhospital.com/,NON-PROFIT,113,N
EDGEMOOR GERIATRIC HOSPITAL,655 PARK CENTER DRIVE,SANTEE,CA,92071,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,192,SAN DIEGO,USA,32.852345105,-116.974114223,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.sdcounty.ca.gov,GOVERNMENT - LOCAL,192,N
DEPARTMENT OF STATE HOSPITAL - ATASCADERO,10333 EL CAMINO REAL,ATASCADERO,CA,93423,NOT AVAILABLE,(805) 468-2000,PSYCHIATRIC,OPEN,1275,SAN LUIS OBISPO,USA,35.462717613,-120.634890612,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.dsh.ca.gov/atascadero/,GOVERNMENT - STATE,1275,N
TELECARE PLACER COUNTY PSYCHIATRIC HEALTH FACILITY,101 CIRBY HILLS DRIVE,ROSEVILLE,CA,95661,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,16,PLACER,USA,38.730399782,-121.286174766,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.telecarecorp.com/programs/30,PROPRIETARY,16,N
ST. JAMES BEHAVIORAL HEALTH HOSPITAL,3136 S ST. LANDRY ROAD,GONZALES,LA,70737,NOT AVAILABLE,(225) 647-7524,PSYCHIATRIC,OPEN,10,ASCENSION,USA,30.203502044,-90.951952014,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://sjbhh.com/,PROPRIETARY,10,N
LIBERTY HEALTHCARE SYSTEM - BASTROP,4673 EUGENE WARE BLVD,BASTROP,LA,71220,NOT AVAILABLE,(318) 281-2448,PSYCHIATRIC,OPEN,60,MOREHOUSE,USA,32.780998517,-91.94289058,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.libertybh.com/,PROPRIETARY,60,N
MILWAUKEE CTY BEHAVIORAL HLTH DIV,9455 W WATERTOWN PLANK RD,MILWAUKEE,WI,53226,NOT AVAILABLE,(414) 257-6995,PSYCHIATRIC,OPEN,144,MILWAUKEE,USA,43.043042795,-88.030255586,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.milwaukeecounty.org,GOVERNMENT - LOCAL,144,N
WAUKESHA CTY MENTAL HLTH CTR,1501 AIRPORT RD,WAUKESHA,WI,53188,NOT AVAILABLE,(262) 548-7950,PSYCHIATRIC,OPEN,28,WAUKESHA,USA,43.02606522,-88.232807816,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.waukeshacounty.gov/,GOVERNMENT - LOCAL,28,N
BUTTE COUNTY PHF,592 RIO LINDO AVENUE,CHICO,CA,95926,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,16,BUTTE,USA,39.754563969,-121.847648767,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.buttecounty.net/Behavioral%20Health/Psychiatric%20Health%20Facility.aspx,GOVERNMENT - LOCAL,16,N
ROGERS MEMORIAL HOSPITAL BROWN DEER,4600 W SCHROEDER DRIVE,BROWN DEER,WI,53223,NOT AVAILABLE,(414) 865-2500,PSYCHIATRIC,OPEN,56,MILWAUKEE,USA,43.187309405,-87.967626196,https://www.dhs.wisconsin.gov/guide/hospital.htm,https://rogershospital.org/locations/brown-deer,NON-PROFIT,56,N
NORTH TAMPA BEHAVIORAL HEALTH,29910 SR 56,WESLEY CHAPEL,FL,33543,NOT AVAILABLE,(813) 333-0000,PSYCHIATRIC,OPEN,126,PASCO,USA,28.200366539,-82.323811418,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.northtampabehavioralhealth.com/,PROPRIETARY,126,N
MERIDIAN SERVICES CORP,2401 W UNIVERSITY AVE,MUNCIE,IN,47303,NOT AVAILABLE,(765) 751-5377,PSYCHIATRIC,OPEN,16,DELAWARE,USA,40.196783483,-85.414812362,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.meridianhs.org,NOT AVAILABLE,16,Y
VALLEY BEHAVIORAL HEALTH SYSTEM,10301 MAYO ROAD,BARLING,AR,72923,NOT AVAILABLE,(479) 494-5700,PSYCHIATRIC,OPEN,75,SEBASTIAN,USA,35.341337527,-94.31306819,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.vistahealthservices.com,PROPRIETARY,75,N
RIVENDELL BEHAVIORAL HEALTH SERVICES,100 RIVENDELL DRIVE,BENTON,AR,72019,NOT AVAILABLE,(501) 316-1255,PSYCHIATRIC,OPEN,77,SALINE,USA,34.613845978,-92.532931331,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.rivendellofarkansas.com,PROPRIETARY,77,N
ST. BERNARDS BEHAVIORAL HEALTH,2712 EAST JOHNSON AVENUE,JONESBORO,AR,72401,NOT AVAILABLE,(870) 932-2800,PSYCHIATRIC,OPEN,60,CRAIGHEAD,USA,35.852214823,-90.669789258,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.sbrmc.com/,NON-PROFIT,60,N
ARKANSAS STATE HOSPITAL,305 SOUTH PALM STREET,LITTLE ROCK,AR,72205,NOT AVAILABLE,(501) 686-9000,PSYCHIATRIC,OPEN,-999,PULASKI,USA,34.750102599,-92.324334671,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,NOT AVAILABLE,GOVERNMENT - STATE,-999,Y
BAPTIST HEALTH MEDICAL CENTER - LITTLE ROCK,11401 INTERSTATE 30,LITTLE ROCK,AR,72209,NOT AVAILABLE,(501) 455-7101,PSYCHIATRIC,OPEN,-999,PULASKI,USA,34.657326716,-92.402744252,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,NOT AVAILABLE,NON-PROFIT,-999,Y
SPRINGWOODS BEHAVIORAL HEALTH SERVICES,1955 WEST TRUCKER'S DRIVE,FAYETTEVILLE,AR,72704,NOT AVAILABLE,(479) 973-6000,PSYCHIATRIC,OPEN,-999,WASHINGTON,USA,36.108483105,-94.186835511,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,NOT AVAILABLE,NOT AVAILABLE,-999,N
MCLEAN HOSPITAL CORPORATION,115 MILL STREET,BELMONT,MA,2478,NOT AVAILABLE,(617) 855-2000,PSYCHIATRIC,OPEN,294,MIDDLESEX,USA,42.393730209,-71.191295349,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.mcleanhospital.org/,NON-PROFIT,294,N
TWO RIVERS BEHAVIORAL HEALTH SYSTEM,5121 RAYTOWN ROAD,KANSAS CITY,MO,64133,NOT AVAILABLE,(816) 356-5688,PSYCHIATRIC,OPEN,105,JACKSON,USA,39.029787084,-94.467614498,http://health.mo.gov/safety/healthservregs/directories.php,http://www.tworivershospital.com,PROPRIETARY,105,N
HEARTLAND BEHAVIORAL HEALTH SERVICES,1500 WEST ASHLAND,NEVADA,MO,64772,NOT AVAILABLE,(800) 654-9605,PSYCHIATRIC,OPEN,69,VERNON,USA,37.845965164,-94.375834898,http://health.mo.gov/safety/healthservregs/directories.php,http://www.heartlandbehavioral.com,PROPRIETARY,69,N
HAWTHORN CHILDREN'S PSYCHIATRIC HOSPITAL,1901 PENNSYLVANIA AVENUE,ST. LOUIS,MO,63133,NOT AVAILABLE,(314) 512-7800,PSYCHIATRIC,OPEN,-999,ST. LOUIS,USA,38.686704838,-90.313988074,http://health.mo.gov/safety/healthservregs/directories.php,http://www.dmh.mo.gov/hcph/,GOVERNMENT - STATE,-999,N
FULTON STATE HOSPITAL,600 EAST 5TH,FULTON,MO,65251,NOT AVAILABLE,(573) 592-4100,PSYCHIATRIC,OPEN,-999,CALLAWAY,USA,38.847135248,-91.937865458,http://health.mo.gov/safety/healthservregs/directories.php,https://dmh.mo.gov/fulton/,GOVERNMENT - STATE,-999,N
SIGNATURE PSYCHIATRIC HOSPITAL,2900 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,61446,NOT AVAILABLE,(816) 691-5101,PSYCHIATRIC,OPEN,24,CLAY,USA,39.151348007,-94.551827864,http://health.mo.gov/safety/healthservregs/directories.php,http://www.signaturepsychiatrichospitalkc.com/new-psychiatric-hospital-kansas-city/,PROPRIETARY,24,Y
PARKWOOD BEHAVIORAL HEALTH SYSTEM,8135 GOODMAN ROAD,OLIVE BRANCH,MS,38654,NOT AVAILABLE,(662) 895-4900,PSYCHIATRIC,OPEN,108,DESOTO,USA,34.960982436,-89.845680295,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,http://www.parkwoodbhs.com,PROPRIETARY,108,N
CHI HEALTH RICHARD YOUNG BEHAVIORAL HEALTH,"1755 PRAIRIE VIEW PL, PO BOX 1750",KEARNEY,NE,68847,NOT AVAILABLE,(308) 865-2000,PSYCHIATRIC,OPEN,61,BUFFALO,USA,40.720455247,-99.106738385,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,http://www.catholichealthinitiatives.org/landing.cfm?id=39524&action=detail&ref=830,NON-PROFIT,61,N
MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS,474 NORTH YELLOW SPRINGS STREET,SPRINGFIELD,OH,45504,NOT AVAILABLE,(937) 399-9500,PSYCHIATRIC,OPEN,16,CLARK,USA,39.931139842,-83.817971553,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.mhscc.com/,NON-PROFIT,16,N
CROSSBRIDGE BEHAVIORAL HEALTH A BAPTIST SOUTH FACILITY,4385 NARROW LANE ROAD,MONTGOMERY,AL,36116,NOT AVAILABLE,(334) 286-3116,PSYCHIATRIC,OPEN,60,MONTGOMERY,USA,32.323463268,-86.281344834,http://dph1.adph.state.al.us/FacilitiesDirectory,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,60,N
HIGHLAND SPRINGS HOSPITAL,4199 MILL POND DRIVE,HIGHLAND HILLS,OH,44122,NOT AVAILABLE,(216) 302-3070,PSYCHIATRIC,OPEN,72,CUYAHOGA,USA,41.450390944,-81.52228096,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.highlandspringshealth.com/,PROPRIETARY,72,N
LAKE'S CROSSING CENTER,500 GALLETTI WAY,SPARKS,NV,89431,NOT AVAILABLE,(775) 688-1900,PSYCHIATRIC,OPEN,66,WASHOE,USA,39.529043818,-119.77713504,http://dpbh.nv.gov/Reg/HealthFacilities/Community_Resources/,http://dpbh.nv.gov/Programs/ClinicalBehavioralServ/Clinical_Behavioral_Services_-_Home/,GOVERNMENT - STATE,66,N
MONTEVISTA HOSPITAL,5900 WEST ROCHELLE AVENUE,LAS VEGAS,NV,89103,NOT AVAILABLE,(702) 364-1111,PSYCHIATRIC,OPEN,162,CLARK,USA,36.111752264,-115.221638088,http://dpbh.nv.gov/Reg/HealthFacilities/Community_Resources/,http://www.montevistahospital.com,PROPRIETARY,162,N
NORTHEASTERN CENTER,1850 WESLEY RD,AUBURN,IN,46706,NOT AVAILABLE,(260) 927-0726,PSYCHIATRIC,OPEN,16,DEKALB,USA,41.370956051,-85.029953851,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.necmh.org,NOT AVAILABLE,16,N
BHC VALLE VISTA HOSPITAL,898 E MAIN ST,GREENWOOD,IN,46143,NOT AVAILABLE,(317) 883-5300,PSYCHIATRIC,OPEN,98,JOHNSON,USA,39.615677874,-86.086413638,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.vallevistahospital.com,PROPRIETARY,98,N
MADISON STATE HOSPITAL,711 GREEN RD,MADISON,IN,47250,NOT AVAILABLE,(812) 265-2611,PSYCHIATRIC,OPEN,150,JEFFERSON,USA,38.746061514,-85.401992921,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.in.gov/fssa/msh,GOVERNMENT - STATE,150,N
KIRKBRIDE CENTER,111 NORTH 49TH STREET,PHILADELPHIA,PA,19139,NOT AVAILABLE,(215) 471-2600,PSYCHIATRIC,OPEN,74,PHILADELPHIA,USA,39.961008554,-75.217819893,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.kirkbridecenter.com,PROPRIETARY,74,N
DIVINE PROVIDENCE HOSPITAL,1100 GRAMPIAN BOULEVARD,WILLIAMSPORT,PA,17701,NOT AVAILABLE,(570) 326-8000,PSYCHIATRIC,OPEN,31,LYCOMING,USA,41.260041001,-76.984769,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://susquehannahealth.org,NON-PROFIT,31,N
"SIERRA TUCSON, INC.",39580 S. LAGO DEL ORO PRKWY,TUCSON,AZ,85739,NOT AVAILABLE,(520) 624-4000,PSYCHIATRIC,OPEN,139,PIMA,USA,32.516775169,-110.887300224,http://www.azdhs.gov/als/databases/,http://www.sierratucson.com,PROPRIETARY,139,N
SYCAMORE SPRINGS,833 PARK EAST BLVD,LAFAYETTE,IN,47905,NOT AVAILABLE,(765) 743-4400,PSYCHIATRIC,OPEN,48,TIPPECANOE,USA,40.4066718,-86.827446464,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.sycamorespringshealth.com,PROPRIETARY,48,N
POPLAR SPRINGS HOSPITAL,350 POPLAR DRIVE,PETERSBURG,VA,23805,NOT AVAILABLE,(804) 733-6874,PSYCHIATRIC,OPEN,208,PETERSBURG,USA,37.187335227,-77.359396641,http://www.vhi.org,www.poplarsprings.com,PROPRIETARY,208,N
COMMONWEALTH CENTER FOR CHILDREN AND ADOLESCENTS,1355 RICHMOND RD,STAUNTON,VA,22401,9124,(540) 332-2100,PSYCHIATRIC,OPEN,-999,STAUNTON,USA,38.131845814,-79.035330519,http://www.vhi.org,http://www.ccca.dbhds.virginia.gov/,GOVERNMENT - STATE,-999,N
PIEDMONT GERIATRIC HOSPITAL,5001 E. PATRICK HENRY HIGHWAY,BURKEVILLE,VA,23922,427,(434) 767-4401,PSYCHIATRIC,OPEN,123,NOTTOWAY,USA,37.192304201,-78.175096381,http://www.vhi.org,http://www.pgh.dbhds.virginia.gov/,GOVERNMENT - STATE,123,N
CAROLINA CENTER FOR BEHAVIORAL HEALTH,2700 E PHILLIPS RD,GREER,SC,29650,NOT AVAILABLE,(864) 235-2335,PSYCHIATRIC,OPEN,130,GREENVILLE,USA,34.864857115,-82.229157984,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,http://www.thecarolinacenter.com,PROPRIETARY,130,N
CANYON RIDGE HOSPITAL,5353 G STREET,CHINO,CA,91710,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,106,SAN BERNARDINO,USA,34.009083129,-117.687993959,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.canyonridgehospital.com,PROPRIETARY,106,N
PATTON STATE HOSPITAL,3102 E. HIGHLAND AVENUE,PATTON,CA,92369,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,1287,SAN BERNARDINO,USA,34.138100975,-117.21758236,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.dsh.ca.gov/patton/,GOVERNMENT - STATE,1287,N
NAPA STATE HOSPITAL,2100 NAPA-VALLEJO HIGHWAY,NAPA,CA,94558,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,1418,NAPA,USA,38.278039868,-122.26703341,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.dmh.ca.gov,GOVERNMENT - STATE,1418,N
SAN JOAQUIN COUNTY P.H.F.,1212 NORTH CALIFORNIA,STOCKTON,CA,95202,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,16,SAN JOAQUIN,USA,37.967129778,-121.287601603,http://www.oshpd.ca.gov/HID/Facility-Listing.html,https://www.sjgov.org/MHS/,GOVERNMENT - LOCAL,16,N
"AURORA LAS ENCINAS HOSPITAL, LLC",2900 EAST DEL MAR BOULEVARD,PASADENA,CA,91107,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,118,LOS ANGELES,USA,34.141649663,-118.090970597,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.lasencinashospital.com,PROPRIETARY,118,N
BHC ALHAMBRA HOSPITAL,4619 ROSEMEAD BOULEVARD,ROSEMEAD,CA,91770,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,97,LOS ANGELES,USA,34.088436407,-118.074015544,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.bhcalhambra.com,PROPRIETARY,97,N
LA CASA PSYCHIATRIC HEALTH FACILITY,6060 PARAMOUNT BLVD.,LONG BEACH,CA,90805,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,16,LOS ANGELES,USA,33.86508146,-118.156274109,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.telecarecorp.com/,PROPRIETARY,16,N
RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,150 MEDICAL PLAZA,LOS ANGELES,CA,90095,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,74,LOS ANGELES,USA,34.065403857,-118.446587693,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.semel.ucla.edu/resnick,GOVERNMENT - STATE,74,Y
TELECARE EL DORADO COUNTY PHF,935-B SPRING STREET,PLACERVILLE,CA,95667,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,16,EL DORADO,USA,38.732808846,-120.802062904,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.telecarecorp.com/programs/168,GOVERNMENT - LOCAL,16,N
